Column1;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
6182;Male;0;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);887;650135;No
6183;Male;0;Yes;Yes;44;No;No phone service;DSL;No;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;543;23171;No
6184;Male;0;No;No;41;Yes;Yes;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);557;223755;No
6185;Male;0;Yes;No;50;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;10395;52313;No
6186;Male;0;Yes;No;47;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);11085;52758;Yes
6187;Male;0;Yes;Yes;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;2015;1655;No
6188;Male;0;No;No;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2005;3585;No
6189;Male;0;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);9195;66149;No
6190;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;805;805;Yes
6191;Female;1;No;No;42;Yes;Yes;DSL;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;5565;242175;No
6192;Female;1;No;No;18;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;747;12946;No
6193;Female;0;No;Yes;13;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);10415;12991;No
6194;Female;0;Yes;Yes;68;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;One year;Yes;Bank transfer (automatic);8365;57334;No
6195;Male;0;No;No;4;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);722;30555;Yes
6196;Male;0;No;No;69;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);11005;743075;No
6197;Male;0;No;No;17;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Mailed check;515;9005;Yes
6198;Male;0;Yes;Yes;25;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);255;6306;No
6199;Male;1;No;No;43;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;8955;385675;Yes
6200;Female;0;Yes;Yes;59;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);195;122265;No
6201;Female;1;No;No;5;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;No;Electronic check;807;3748;No
6202;Male;0;Yes;Yes;21;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;No;One year;No;Mailed check;775;16250;Yes
6203;Female;0;Yes;Yes;69;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;One year;Yes;Credit card (automatic);1051;72348;No
6204;Male;0;No;No;13;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);2515;33185;No
6205;Male;0;Yes;No;42;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);9525;395935;Yes
6206;Male;0;Yes;No;52;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);9565;50884;No
6207;Male;1;No;No;46;Yes;No;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;No;Electronic check;850;39694;Yes
6208;Male;0;Yes;No;61;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);808;486085;No
6209;Male;0;No;No;29;No;No phone service;DSL;No;No;No;No;No;No;One year;Yes;Mailed check;2485;78805;No
6210;Female;0;No;Yes;25;Yes;No;DSL;No;Yes;No;Yes;No;No;One year;Yes;Credit card (automatic);5475;126635;No
6211;Female;0;Yes;Yes;5;Yes;No;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;8575;47095;Yes
6212;Male;0;No;No;15;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;One year;No;Electronic check;5075;6882;No
6213;Female;0;Yes;Yes;19;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;2015;3877;No
6214;Male;0;No;No;44;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;2005;84525;No
6215;Female;1;No;No;6;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9825;5606;Yes
6216;Male;0;Yes;Yes;58;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Credit card (automatic);716;423025;No
6217;Male;0;Yes;Yes;62;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;One year;Yes;Credit card (automatic);8145;498305;No
6218;Female;0;Yes;Yes;70;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);584;411315;No
6219;Female;1;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;257;257;Yes
6220;Male;0;Yes;Yes;10;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);537;5210;No
6221;Male;0;No;No;26;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);196;47185;No
6222;Male;0;No;No;66;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;No;Credit card (automatic);894;59769;No
6223;Female;0;Yes;Yes;7;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;690;5069;Yes
6224;Male;0;Yes;Yes;51;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;One year;No;Bank transfer (automatic);842;429975;No
6225;Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;Two year;Yes;Credit card (automatic);1061;75486;No
6226;Male;0;No;No;65;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;2575;165475;No
6227;Male;0;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);4605;8035;Yes
6228;Male;0;No;Yes;70;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;One year;No;Bank transfer (automatic);6495;45515;No
6229;Male;0;Yes;No;72;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);8545;62275;No
6230;Female;0;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2005;2005;No
6231;Female;1;Yes;No;1;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;764;764;Yes
6232;Female;0;No;No;5;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1005;5140;Yes
6233;Male;0;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;207;575;No
6234;Male;0;No;No;58;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);253;147435;No
6235;Male;1;Yes;Yes;22;No;No phone service;DSL;Yes;No;No;No;No;Yes;Month-to-month;No;Mailed check;4005;8802;Yes
6236;Male;1;Yes;No;33;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);1006;327025;No
6237;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;6995;6995;Yes
6238;Male;1;Yes;No;54;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);740;391915;No
6239;Male;0;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Two year;Yes;Electronic check;994;72857;No
6240;Male;0;No;Yes;1;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;933;933;Yes
6241;Male;0;No;No;3;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;4915;16905;Yes
6242;Female;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);10745;76583;No
6243;Female;0;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);836;59593;No
6244;Male;1;Yes;No;54;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);9905;52957;No
6245;Female;0;Yes;No;59;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;One year;Yes;Electronic check;801;46932;No
6246;Male;0;No;No;54;Yes;No;DSL;Yes;Yes;No;No;Yes;No;Two year;Yes;Bank transfer (automatic);653;35129;No
6247;Male;0;No;No;60;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Two year;Yes;Electronic check;8955;52312;No
6248;Female;0;Yes;No;60;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);608;360345;No
6249;Male;0;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;745;21745;No
6250;Female;0;Yes;No;69;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Two year;No;Bank transfer (automatic);9915;687535;No
6251;Female;0;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;1925;1925;No
6252;Male;0;Yes;Yes;50;No;No phone service;DSL;Yes;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);3945;202135;No
6253;Female;0;No;No;56;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);4485;256495;No
6254;Female;0;Yes;No;60;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;Two year;Yes;Electronic check;972;561175;No
6255;Male;1;Yes;No;69;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;11055;76101;No
6256;Female;0;No;No;1;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;No;Mailed check;3505;3505;Yes
6257;Female;1;No;No;1;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;730;730;Yes
6258;Female;0;Yes;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;199;4575;No
6259;Male;0;Yes;Yes;60;Yes;No;DSL;No;Yes;No;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);7695;454395;No
6260;Female;0;No;No;13;No;No phone service;DSL;No;No;Yes;Yes;No;No;Two year;No;Mailed check;354;4504;No
6261;Male;0;Yes;Yes;62;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);2045;129735;No
6262;Female;0;No;No;45;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;One year;No;Bank transfer (automatic);9675;444275;No
6263;Female;0;No;No;25;No;No phone service;DSL;No;No;Yes;Yes;Yes;Yes;One year;No;Electronic check;542;142315;No
6264;Male;0;No;No;44;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);1001;437835;No
6265;Female;0;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;4525;742;No
6266;Male;1;No;No;33;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);8385;27163;Yes
6267;Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;701;701;Yes
6268;Female;0;No;No;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);2085;45065;No
6269;Female;0;No;No;35;No;No phone service;DSL;No;No;Yes;Yes;No;No;Month-to-month;Yes;Mailed check;3345;117585;No
6270;Female;0;Yes;Yes;29;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;202;5588;No
6271;Male;1;Yes;No;27;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;One year;Yes;Electronic check;859;22201;No
6272;Male;0;No;Yes;54;Yes;No;DSL;No;Yes;Yes;Yes;No;No;One year;Yes;Electronic check;610;328305;No
6273;Female;1;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7065;14235;Yes
6274;Male;0;No;No;57;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;One year;Yes;Electronic check;869;493925;No
6275;Male;0;No;No;62;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);694;42375;No
6276;Female;0;Yes;Yes;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);2035;33595;No
6277;Male;0;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2035;332;Yes
6278;Female;0;Yes;No;70;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);1043;71885;No
6279;Female;0;Yes;Yes;21;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;4495;92625;No
6280;Female;0;No;Yes;23;Yes;No;DSL;No;No;No;Yes;No;No;One year;Yes;Electronic check;4945;111935;No
6281;Male;0;No;No;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;206;1166;No
6282;Male;0;Yes;Yes;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);1955;688;No
6283;Female;0;No;No;3;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);990;2874;Yes
6284;Female;0;No;No;23;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;935;234155;No
6285;Male;0;No;No;26;No;No phone service;DSL;Yes;No;No;Yes;Yes;Yes;One year;No;Credit card (automatic);5455;136285;No
6286;Female;0;No;Yes;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2005;1636;No
6287;Male;0;No;No;26;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;8395;22542;Yes
6288;Male;0;No;No;2;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;7945;14515;No
6289;Male;0;No;No;67;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);1162;77523;Yes
6290;Female;0;Yes;No;71;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);937;658535;Yes
6291;Female;0;No;No;59;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;One year;No;Credit card (automatic);7985;47861;No
6292;Male;0;Yes;Yes;39;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;No;Electronic check;1000;383555;No
6293;Male;0;No;Yes;21;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;196;3970;No
6294;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;197;197;Yes
6295;Female;0;Yes;Yes;48;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);202;102725;No
6296;Female;1;Yes;No;31;No;No phone service;DSL;Yes;Yes;Yes;No;No;Yes;One year;Yes;Credit card (automatic);504;15801;No
6297;Female;0;Yes;Yes;64;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Electronic check;11335;722275;No
6298;Male;0;Yes;Yes;46;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);800;37697;No
6299;Female;0;No;No;52;Yes;Yes;DSL;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);8095;423395;No
6300;Female;0;Yes;Yes;67;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;249;168025;No
6301;Female;1;No;No;67;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;549;37255;No
6302;Female;0;No;No;5;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;7555;41365;Yes
6303;Female;0;Yes;No;71;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Electronic check;10925;77077;No
6304;Female;0;No;No;9;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);7765;71415;Yes
6305;Female;1;No;No;26;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;950;24972;Yes
6306;Male;0;No;No;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);1163;830955;No
6307;Female;0;No;No;32;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);199;60155;No
6308;Female;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;7035;13925;No
6309;Female;0;Yes;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);256;188825;No
6310;Female;0;No;No;60;No;No phone service;DSL;Yes;No;Yes;No;No;Yes;One year;Yes;Electronic check;4445;27739;No
6311;Female;1;No;No;55;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;10015;540975;No
6312;Male;0;No;No;54;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);1054;56434;Yes
6313;Male;0;No;No;2;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;9585;1977;Yes
6314;Female;0;No;No;6;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;7385;4013;No
6315;Female;0;Yes;Yes;48;Yes;No;DSL;Yes;Yes;Yes;No;No;Yes;Two year;Yes;Credit card (automatic);701;32384;No
6316;Male;0;Yes;Yes;63;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;2525;157305;No
6317;Male;0;No;No;1;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;7915;7915;Yes
6318;Male;0;No;Yes;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);2105;2358;No
6319;Male;1;Yes;No;54;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);2495;136475;No
6320;Female;0;Yes;Yes;30;Yes;No;DSL;No;No;Yes;Yes;Yes;No;One year;Yes;Electronic check;645;198515;No
6321;Female;0;Yes;No;30;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);1965;65585;Yes
6322;Female;0;No;No;4;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;790;30315;Yes
6323;Female;0;No;No;40;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);10595;43352;No
6324;Female;0;Yes;Yes;9;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;7585;6475;No
6325;Female;0;Yes;Yes;17;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;No;Month-to-month;No;Electronic check;9185;157445;Yes
6326;Female;0;No;No;62;No;No phone service;DSL;No;Yes;Yes;No;No;Yes;Two year;Yes;Credit card (automatic);436;27487;No
6327;Male;0;No;No;28;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;No;One year;Yes;Bank transfer (automatic);9125;248365;No
6328;Female;0;No;No;70;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);8975;63672;No
6329;Female;0;No;No;46;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);1044;49042;No
6330;Female;0;Yes;No;23;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;No;Mailed check;9015;204495;No
6331;Male;0;Yes;Yes;47;No;No phone service;DSL;Yes;No;Yes;Yes;No;No;One year;No;Electronic check;403;17948;No
6332;Male;0;Yes;Yes;68;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);10525;717315;No
6333;Female;1;No;No;60;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;1060;64414;Yes
6334;Female;0;No;Yes;67;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Electronic check;1040;703905;No
